"checking.status","duration.in.months","credit.history","purpose","amount","savings","employed.since","percentage.of.disposable.income","personal.status.and.sex","cosigners","at.residence.since","property","age.in.years","other.installment.plans","housing","num.credits.at.bank","job","num.dependents","telephone","foreign.worker","good.loan","Good.Loan"
"no checking",24,"paid to date","radio/television",1376,"< 1000 DM","< 7 years",4,"female:divorced/separated/married","none",1,"car or other",28,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",60,"past delays","radio/television",15653,"< 100 DM","< 7 years",2,"male:single","none",4,"car or other",21,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"paid to date","radio/television",1493,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",3,"car or other",34,"none","own",1,"skilled employee/official",2,"none","yes",1,"GoodLoan"
"< 0 DM",42,"past delays","radio/television",4370,"< 100 DM","< 7 years",3,"male:single","none",2,"savings/life ins",26,"bank","own",2,"skilled employee/official",2,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",18,"paid to date","education",750,"< 100 DM","unemployed",4,"female:divorced/separated/married","none",1,"real estate",27,"none","own",1,"unemployed/unskilled - non-resident",1,"none","yes",2,"BadLoan"
"< 200 DM",15,"paid to date","repairs",1308,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",38,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",15,"paid to date","education",4623,"< 500 DM","< 4 years",3,"male:single","none",2,"savings/life ins",40,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",24,"critical","radio/television",1851,"< 100 DM","< 7 years",4,"male:married/widowed","guarantor",2,"car or other",33,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",18,"critical","radio/television",1880,"< 100 DM","< 7 years",4,"male:married/widowed","none",1,"savings/life ins",32,"none","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",36,"past delays","business",7980,"unknown","< 1 year",4,"male:single","none",4,"car or other",27,"none","rent",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",30,"fully paid","furniture/equipment",4583,"< 100 DM","< 4 years",2,"male:divorced/separated","guarantor",2,"real estate",32,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",12,"paid to date","car (new)",1386,"< 1000 DM","< 4 years",2,"female:divorced/separated/married","none",2,"savings/life ins",26,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
">= 200 DM",24,"paid to date","car (new)",947,"< 100 DM","< 7 years",4,"male:single","none",3,"unknown",38,"bank","for free",1,"skilled employee/official",2,"none","yes",2,"BadLoan"
"< 0 DM",12,"paid to date","education",684,"< 100 DM","< 4 years",4,"male:single","none",4,"car or other",40,"none","rent",1,"unskilled - resident",2,"none","yes",2,"BadLoan"
"< 0 DM",48,"paid to date","education",7476,"< 100 DM","< 7 years",4,"male:single","none",1,"unknown",50,"none","for free",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","furniture/equipment",1922,"< 100 DM","< 4 years",4,"male:single","none",2,"savings/life ins",37,"none","own",1,"unskilled - resident",1,"none","yes",2,"BadLoan"
"< 0 DM",24,"paid to date","car (new)",2303,"< 100 DM",">= 7 years",4,"male:single","co-applicant",1,"real estate",45,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",36,"past delays","car (new)",8086,"< 500 DM",">= 7 years",2,"male:single","none",4,"car or other",42,"none","own",4,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",24,"critical","car (used)",2346,"< 100 DM","< 7 years",4,"male:single","none",3,"car or other",35,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",14,"paid to date","car (new)",3973,"< 100 DM","unemployed",1,"male:single","none",4,"unknown",22,"none","for free",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","car (new)",888,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",41,"bank","own",1,"unskilled - resident",2,"none","yes",2,"BadLoan"
"no checking",48,"paid to date","radio/television",10222,"unknown","< 7 years",4,"male:single","none",3,"car or other",37,"stores","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",30,"fully paid","business",4221,"< 100 DM","< 4 years",2,"female:divorced/separated/married","none",1,"car or other",28,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",18,"critical","furniture/equipment",6361,"< 100 DM",">= 7 years",2,"male:single","none",1,"unknown",41,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",12,"paid to date","radio/television",1297,"< 100 DM","< 4 years",3,"male:married/widowed","none",4,"real estate",23,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","car (new)",900,"unknown","< 4 years",4,"male:married/widowed","none",2,"car or other",23,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",21,"paid to date","furniture/equipment",2241,"< 100 DM",">= 7 years",4,"male:single","none",2,"real estate",50,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",6,"past delays","furniture/equipment",1050,"< 100 DM","unemployed",4,"male:single","none",1,"savings/life ins",35,"stores","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",6,"critical","education",1047,"< 100 DM","< 4 years",2,"female:divorced/separated/married","none",4,"savings/life ins",50,"none","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",24,"critical","others",6314,"< 100 DM","unemployed",4,"male:single","co-applicant",2,"unknown",27,"bank","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",30,"fully paid at this bank","furniture/equipment",3496,">= 1000 DM","< 4 years",4,"male:single","none",2,"car or other",34,"stores","own",1,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",48,"fully paid at this bank","business",3609,"< 100 DM","< 4 years",1,"female:divorced/separated/married","none",1,"real estate",27,"stores","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",12,"critical","car (new)",4843,"< 100 DM",">= 7 years",3,"male:single","co-applicant",4,"savings/life ins",43,"none","rent",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
">= 200 DM",30,"critical","radio/television",3017,"< 100 DM",">= 7 years",4,"male:single","none",4,"savings/life ins",47,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"critical","business",4139,"< 500 DM","< 4 years",3,"male:single","none",3,"savings/life ins",27,"none","own",2,"unskilled - resident",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",36,"paid to date","business",5742,"< 500 DM","< 7 years",2,"male:single","none",2,"car or other",31,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",60,"paid to date","car (new)",10366,"< 100 DM",">= 7 years",2,"male:single","none",4,"savings/life ins",42,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",6,"critical","car (new)",2080,"< 1000 DM","< 4 years",1,"male:married/widowed","none",2,"car or other",24,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",21,"past delays","business",2580,"< 1000 DM","< 1 year",4,"male:single","none",2,"real estate",41,"bank","own",1,"unskilled - resident",2,"none","yes",2,"BadLoan"
"no checking",30,"critical","radio/television",4530,"< 100 DM","< 7 years",4,"female:divorced/separated/married","none",4,"car or other",26,"none","rent",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",24,"critical","furniture/equipment",5150,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",33,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",72,"paid to date","radio/television",5595,"< 500 DM","< 4 years",2,"male:married/widowed","none",2,"car or other",24,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 0 DM",24,"paid to date","radio/television",2384,"< 100 DM",">= 7 years",4,"male:single","none",4,"real estate",64,"bank","rent",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",18,"paid to date","radio/television",1453,"< 100 DM","< 1 year",3,"female:divorced/separated/married","none",1,"real estate",26,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",6,"paid to date","education",1538,"< 100 DM","< 1 year",1,"female:divorced/separated/married","none",2,"unknown",56,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",12,"paid to date","radio/television",2279,"unknown","< 4 years",4,"male:single","none",4,"unknown",37,"none","for free",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",15,"past delays","radio/television",1478,"< 100 DM","< 4 years",4,"male:married/widowed","none",3,"real estate",33,"bank","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"critical","radio/television",5103,"< 100 DM","< 1 year",3,"male:married/widowed","none",3,"unknown",47,"none","for free",3,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",36,"past delays","business",9857,"< 500 DM","< 7 years",1,"male:single","none",3,"savings/life ins",31,"none","own",2,"unskilled - resident",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",60,"paid to date","car (new)",6527,"unknown","< 4 years",4,"male:single","none",4,"unknown",34,"none","for free",1,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",10,"critical","radio/television",1347,"unknown","< 7 years",4,"male:single","none",2,"savings/life ins",27,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",36,"past delays","car (new)",2862,"< 500 DM",">= 7 years",4,"male:single","none",3,"unknown",30,"none","for free",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",9,"paid to date","radio/television",2753,"< 500 DM",">= 7 years",3,"male:single","co-applicant",4,"car or other",35,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","car (new)",3651,">= 1000 DM","< 4 years",1,"male:single","none",3,"savings/life ins",31,"none","own",1,"skilled employee/official",2,"none","yes",1,"GoodLoan"
"< 0 DM",15,"critical","furniture/equipment",975,"< 100 DM","< 4 years",2,"male:divorced/separated","none",3,"savings/life ins",25,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",15,"paid to date","repairs",2631,"< 500 DM","< 4 years",3,"female:divorced/separated/married","none",2,"real estate",25,"none","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",24,"paid to date","radio/television",2896,"< 500 DM","< 1 year",2,"male:single","none",1,"car or other",29,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",6,"critical","car (new)",4716,"unknown","< 1 year",1,"male:single","none",3,"real estate",44,"none","own",2,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"no checking",24,"paid to date","radio/television",2284,"< 100 DM","< 7 years",4,"male:single","none",2,"car or other",28,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",6,"paid to date","car (used)",1236,"< 1000 DM","< 4 years",2,"male:single","none",4,"savings/life ins",50,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","radio/television",1103,"< 100 DM","< 7 years",4,"male:single","guarantor",3,"real estate",29,"none","own",2,"skilled employee/official",1,"none","no",1,"GoodLoan"
"no checking",12,"critical","car (new)",926,"< 100 DM","unemployed",1,"female:divorced/separated/married","none",2,"savings/life ins",38,"none","own",1,"unemployed/unskilled - non-resident",1,"none","yes",1,"GoodLoan"
"no checking",18,"critical","radio/television",1800,"< 100 DM","< 4 years",4,"male:single","none",2,"car or other",24,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
">= 200 DM",15,"paid to date","education",1905,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",40,"none","rent",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"paid to date","furniture/equipment",1123,"< 1000 DM","< 4 years",4,"female:divorced/separated/married","none",4,"car or other",29,"none","rent",1,"unskilled - resident",1,"none","yes",2,"BadLoan"
"< 0 DM",48,"critical","car (used)",6331,"< 100 DM",">= 7 years",4,"male:single","none",4,"unknown",46,"none","for free",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
">= 200 DM",24,"paid to date","radio/television",1377,"< 500 DM",">= 7 years",4,"female:divorced/separated/married","none",2,"unknown",47,"none","for free",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",30,"past delays","business",2503,"< 500 DM",">= 7 years",4,"male:single","none",2,"savings/life ins",41,"stores","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",27,"paid to date","business",2528,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",1,"savings/life ins",32,"none","own",1,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",15,"paid to date","car (new)",5324,"< 1000 DM",">= 7 years",1,"female:divorced/separated/married","none",4,"unknown",35,"none","for free",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",48,"paid to date","car (new)",6560,"< 500 DM","< 7 years",3,"male:single","none",2,"savings/life ins",24,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
